,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,reaction_name,formula,associated_genes,subsystem,EC_number,confidence
ADSL2_pos,13394.0,4.834967827743888e-05,0.4741109585435073,0.00031538638655283316,ADSL2,adenylosuccinate lyase,"1.00 * (S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate [c] --> 1.00 * Fumarate [c] + 1.00 * 5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide [c]
ADSL",ADSL,Purine synthesis,4.3.2.2,4.0
AG13T10g_pos,11941.0,0.04268017183868533,0.20770394750706397,0.08361535048507274,AG13T10g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 18 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 19 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,Keratan sulfate synthesis,2.4.1.149,4.0
AG13T11g_pos,11941.0,0.04268017183868533,0.20770394750705015,0.08361535048507274,AG13T11g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 21 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 22 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,Keratan sulfate synthesis,2.4.1.149,4.0
AG13T12g_pos,11941.0,0.04268017183868533,0.20770394750705015,0.08361535048507274,AG13T12g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 24 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 25 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,Keratan sulfate synthesis,2.4.1.149,4.0
AG13T13g_pos,11941.0,0.04268017183868533,0.20770394750706384,0.08361535048507274,AG13T13g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 27 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 28 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,Keratan sulfate synthesis,2.4.1.149,4.0
AG13T14g_pos,11941.0,0.04268017183868533,0.20770394750705035,0.08361535048507274,AG13T14g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 30 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 31 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,Keratan sulfate synthesis,2.4.1.149,4.0
AG13T15g_pos,11941.0,0.04268017183868533,0.2077039475070502,0.08361535048507274,AG13T15g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 33 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 34 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,Keratan sulfate synthesis,2.4.1.149,4.0
AG13T16g_pos,12136.0,0.0214395202814085,0.22955789620451428,0.05132759682697835,AG13T16g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate II boisynthesis, precursor 2 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 3 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,Keratan sulfate synthesis,2.4.1.149,4.0
AG13T17g_pos,12136.0,0.0214395202814085,0.22955789620451442,0.05132759682697835,AG13T17g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate II biosynthesis, precursor 4 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 5 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,Keratan sulfate synthesis,2.4.1.149,4.0
AG13T18g_pos,12136.0,0.0214395202814085,0.22955789620451442,0.05132759682697835,AG13T18g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate II biosynthesis, precursor 7 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 8 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,Keratan sulfate synthesis,2.4.1.149,4.0
AG13T1g_pos,12137.0,0.02136026541476638,0.22193759487489903,0.05132759682697835,AG13T1g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate II biosynthesis, precursor 2 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 3 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,Keratan sulfate synthesis,2.4.1.149,4.0
AG13T2g_pos,12137.0,0.02136026541476638,0.2219375948749125,0.05132759682697835,AG13T2g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate II biosynthesis, precursor 4 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 5 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,Keratan sulfate synthesis,2.4.1.149,4.0
AG13T3g_pos,12137.0,0.02136026541476638,0.2219375948749126,0.05132759682697835,AG13T3g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate II biosynthesis, precursor 7 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 8 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,Keratan sulfate synthesis,2.4.1.149,4.0
AG13T4g_pos,11941.0,0.04268017183868533,0.20770394750704935,0.08361535048507274,AG13T4g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 1 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 2 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,Keratan sulfate synthesis,2.4.1.149,4.0
AG13T5g_pos,11941.0,0.04268017183868533,0.20770394750705024,0.08361535048507274,AG13T5g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 3 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 4 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,Keratan sulfate synthesis,2.4.1.149,4.0
AG13T6g_pos,11941.0,0.04268017183868533,0.2077039475070644,0.08361535048507274,AG13T6g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 6 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 7 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,Keratan sulfate synthesis,2.4.1.149,4.0
AG13T7g_pos,11941.0,0.04268017183868533,0.2077039475070637,0.08361535048507274,AG13T7g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 9 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 10 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,Keratan sulfate synthesis,2.4.1.149,4.0
AG13T8g_pos,11941.0,0.04268017183868533,0.20770394750704985,0.08361535048507274,AG13T8g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 12 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 13 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,Keratan sulfate synthesis,2.4.1.149,4.0
AG13T9g_pos,11941.0,0.04268017183868533,0.20770394750703589,0.08361535048507274,AG13T9g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 15 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 16 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,Keratan sulfate synthesis,2.4.1.149,4.0
AGMTm_pos,7892.0,0.0002651484944777881,-0.39533283322756574,0.0013529154165788178,AGMTm,agmatinase (m),"1.00 * Water [m] + 1.00 * agmatinium(2+) [m] --> 1.00 * Putrescine [m] + 1.00 * Urea [m]
AGMAT",AGMAT,Arginine and Proline Metabolism,3.5.3.11,4.0
AGPAT1_pos,12793.0,0.0012771917704789818,0.37731284448358476,0.005055616865380467,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1,"1.00 * R total 2 coenzyme A [c] + 1.00 * lysophosphatidic acid [c] --> 1.00 * Coenzyme A [c] + 1.00 * phosphatidate(2-) [c]
AGPAT1; AGPAT2; AGPAT3; AGPAT4; AGPAT5; GPAT4; MBOAT2",AGPAT1; AGPAT2; AGPAT3; AGPAT4; AGPAT5; GPAT4; MBOAT2,Triacylglycerol synthesis,2.3.1.51,4.0
AGTim_pos,10926.0,0.5457617262011225,0.06803556512212153,0.6842690303127589,AGTim,"alanine-glyoxylate transaminase (irreversible), mitochondrial","1.00 * L-alanine [m] + 1.00 * glyoxylate [m] --> 1.00 * pyruvate [m] + 1.00 * Glycine [m]
AGXT2; ETNPPL",AGXT2; ETNPPL,Alanine and aspartate metabolism,2.6.1.44,4.0
AGTix_pos,12400.0,0.0075806851659145835,0.32113232226206023,0.02194988939680765,AGTix,"alanine-glyoxylate transaminase (irreversible), (peroxisomal)","1.00 * L-alanine [x] + 1.00 * glyoxylate [x] --> 1.00 * Glycine [x] + 1.00 * pyruvate [x]
AGXT",AGXT,Alanine and aspartate metabolism,2.6.1.44,4.0
AHC_pos,14177.0,2.45662566089966e-07,0.6304528021517001,3.7454725686396013e-06,AHC,adenosylhomocysteinase,"1.00 * Water [c] + 1.00 * S-Adenosyl-L-homocysteine [c] --> 1.00 * Adenosine [c] + 1.00 * L-homocysteine [c]
AHCYL1; GM4737",AHCYL1; GM4737,Methionine and cysteine metabolism,3.3.1.1,4.0
AHEXASE2ly_pos,11991.0,0.036001518572780125,0.2273514007829073,0.0735377172642076,AHEXASE2ly,"beta-N-acetylhexosaminidase, lysosomal","3.00 * Water [l] + 1.00 * reducing GlcNAc removed form of n2m2nmasn (w/o peptide) [l] --> 1.00 * (alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine [l] + 3.00 * N-acetyl-D-glucosamine [l]
HEXA; HEXB",HEXA; HEXB,N-glycan degradation,3.2.1.52,4.0
AHEXASEly_pos,12617.0,0.00293599726629183,0.3472861779828377,0.009952718392594592,AHEXASEly,"beta-N-acetylhexosaminidase, lysosomal","2.00 * Water [l] + 1.00 * de-Fuc, reducing GlcNAc removed, de-Sia, de-Gal form of PA6 (w/o peptide linkage) [l] --> 1.00 * (alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine [l] + 2.00 * N-acetyl-D-glucosamine [l]
HEXA; HEXB",HEXA; HEXB,N-glycan degradation,3.2.1.52,4.0
AICART_neg,13776.0,4.247163804161792e-06,0.596236285342922,3.911441462994668e-05,AICART,phosphoribosylaminoimidazolecarboxamide formyltransferase,"1.00 * 10-Formyltetrahydrofolate [c] + 1.00 * 5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide [c] --> 1.00 * 5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide [c] + 1.00 * 5,6,7,8-Tetrahydrofolate [c]
ATIC",ATIC,Purine synthesis,2.1.2.3,4.0
AICART_pos,13625.0,1.1479170196978584e-05,0.5404695022399931,8.965288194282415e-05,AICART,phosphoribosylaminoimidazolecarboxamide formyltransferase,"1.00 * 10-Formyltetrahydrofolate [c] + 1.00 * 5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide [c] --> 1.00 * 5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide [c] + 1.00 * 5,6,7,8-Tetrahydrofolate [c]
ATIC",ATIC,Purine synthesis,2.1.2.3,4.0
AKGDm_pos,11922.0,0.04547926593091558,0.22561993581709822,0.08847355365620421,AKGDm,2-oxoglutarate dehydrogenase,"1.00 * 2-Oxoglutarate [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] --> 1.00 * carbon dioxide [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Succinyl-CoA [m]
DLD; DLST; OGDH; PDHX",DLD; DLST; OGDH; PDHX,Citric acid cycle,2.3.1.61,0.0
AKR1C1_pos,9754.0,0.29962322161679755,-0.09940698176986429,0.427180937665291,AKR1C1,"aldo-keto reductase family 1, member C1 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)","1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * progesterone [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * (20S)-20-hydroxypregn-4-en-3-one [c]
AKR1C6",AKR1C6,Steroid metabolism,1.3.1.20,4.0
AKR1C41_pos,10018.0,0.5046452056661039,-0.06671963721638748,0.6472100698733294,AKR1C41,"aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)","1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 7alpha-hydroxy-5beta-cholestan-3-one [c] --> 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 5beta-cholestane-3alpha,7alpha-diol [c]
AKR1C6",AKR1C6,Bile acid synthesis,1.1.1.50,4.0
AKR1C42_pos,10018.0,0.5046452056661039,-0.06671963721638713,0.6472100698733294,AKR1C42,"aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)","1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 7alpha,12alpha-dihydroxy-5beta-cholestan-3-one [c] --> 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 5beta-cholestane-3alpha,7alpha,12alpha-triol [c]
AKR1C6",AKR1C6,Bile acid synthesis,1.1.1.50,4.0
AKR1D2_pos,12383.0,0.008136123970213396,0.312910697462056,0.023075886988059624,AKR1D2,"aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)","1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 7alpha,12alpha-Dihydroxycholest-4-en-3-one [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 7alpha,12alpha-dihydroxy-5beta-cholestan-3-one [c]
AKR1D1",AKR1D1,Bile acid synthesis,1.3.99.6,4.0
AKR1D_pos,10254.0,0.7365671998987237,0.035876093175494596,0.7940675123626955,AKR1D,"aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)","1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 7alpha-hydroxycholest-4-en-3-one [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 7alpha-hydroxy-5beta-cholestan-3-one [c]
AKR1D1",AKR1D1,Bile acid synthesis,1.3.99.6,4.0
ALATA_L_neg,11177.0,0.3391003299662788,0.1348323372131231,0.4660527071112993,ALATA_L,L-alanine transaminase,"1.00 * 2-Oxoglutarate [c] + 1.00 * L-alanine [c] --> 1.00 * pyruvate [c] + 1.00 * L-glutamate(1-) [c]
GPT; GPT2",GPT; GPT2,Glutamate metabolism,2.6.1.2,4.0
ALATA_L_pos,13047.0,0.00034745088749996866,0.3416627319870704,0.0017151855197810226,ALATA_L,L-alanine transaminase,"1.00 * 2-Oxoglutarate [c] + 1.00 * L-alanine [c] --> 1.00 * pyruvate [c] + 1.00 * L-glutamate(1-) [c]
GPT; GPT2",GPT; GPT2,Glutamate metabolism,2.6.1.2,4.0
ALCD2if_pos,10464.0,0.9664585682307224,0.31876022037961416,0.9762625543405284,ALCD2if,"alcohol dehydrogenase, forward rxn (ethanol -> acetaldehyde)","1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * ethanol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * acetaldehyde [c]
ADH1; ADH4; ADH5; ADH6A; ADH7; ADHFE1; ZADH2",ADH1; ADH4; ADH5; ADH6A; ADH7; ADHFE1; ZADH2,Glycolysis/gluconeogenesis,1.1.1.1,0.0
ALCD2yf_pos,10017.0,0.5037504156671078,0.31159284677474647,0.6472100698733294,ALCD2yf,"alcohol dehydrogenase (ethanol, NADP), forward reaction","1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * ethanol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * acetaldehyde [c]
AKR1A1",AKR1A1,Glycolysis/gluconeogenesis,1.1.1.2,0.0
ALDD2x_pos,12941.0,0.0006069167627369481,0.43147941364858333,0.002768704745112792,ALDD2x,"aldehyde dehydrogenase (acetaldehyde, NAD)","1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * acetaldehyde [c] --> 2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * acetate [c]
ALDH1A1; ALDH1A2; ALDH1A3; ALDH1B1; ALDH3A1; ALDH3A2; ALDH3B1; ALDH3B3; ALDH7A1; ALDH9A1",ALDH1A1; ALDH1A2; ALDH1A3; ALDH1B1; ALDH3A1; ALDH3A2; ALDH3B1; ALDH3B3; ALDH7A1; ALDH9A1,Glycolysis/gluconeogenesis,1.2.1.3,0.0
ALDD2xm_pos,12958.0,0.0005557615949273825,0.4091691350097541,0.0025610040813248075,ALDD2xm,"aldehyde dehydrogenase (acetylaldehyde, NAD), mitochondrial","1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * acetaldehyde [m] --> 2.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * acetate [m]
ALDH1B1; ALDH2",ALDH1B1; ALDH2,Glycolysis/gluconeogenesis,1.2.1.3,0.0
ALDD2y_pos,12855.0,0.0009397821029388259,0.4237088220593995,0.003974274281373018,ALDD2y,"aldehyde dehydrogenase (acetaldehyde, NADP)","1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * acetaldehyde [c] --> 2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * acetate [c]
ALDH1A2; ALDH1B1; ALDH3A1; ALDH3A2; ALDH3B1; ALDH3B3; ALDH9A1",ALDH1A2; ALDH1B1; ALDH3A1; ALDH3A2; ALDH3B1; ALDH3B3; ALDH9A1,Glycolysis/gluconeogenesis,1.2.1.4,0.0
ALOX52_pos,8564.0,0.006825535914898679,0.031948812311832685,0.020129171858236594,ALOX52,Arachidonate 5-lipoxygenase,"1.00 * 5(S)-HPETE(1-) [c] --> 1.00 * Water [c] + 1.00 * leukotriene A4(1-) [c]
ALOX5",ALOX5,Eicosanoid metabolism,1.13.11.34,4.0
ALOX5_pos,10306.0,0.7921533071006162,-0.023324030345605224,0.8412586279207176,ALOX5,Arachidonate 5-lipoxygenase,"1.00 * O2 [c] + 1.00 * arachidonate [c] --> 1.00 * 5(S)-HPETE(1-) [c]
ALOX5",ALOX5,Eicosanoid metabolism,1.13.11.34,4.0
ALR2_pos,12455.0,0.006009018405927878,0.3455541405150682,0.01795380886121817,ALR2,aldose reductase (methylglyoxal),"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * methylglyoxal [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * hydroxyacetone [c]
AKR1A1; AKR1B3; AKR7A5",AKR1A1; AKR1B3; AKR7A5,Pyruvate metabolism,1.1.1.21,4.0
ALR3_pos,12455.0,0.006009018405927878,0.3455541405150678,0.01795380886121817,ALR3,aldose reductase (acetol),"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * hydroxyacetone [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * (S)-propane-1,2-diol [c]
AKR1A1; AKR1B3; AKR7A5",AKR1A1; AKR1B3; AKR7A5,Pyruvate metabolism,1.1.1.21,4.0
AMACRp_pos,12105.0,0.024026728771331128,0.27015629371606875,0.0563156831407478,AMACRp,alpha-methylacyl-CoA racemase,"1.00 * (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA(4-) [x] --> 1.00 * 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA(S) [x]
AMACR",AMACR,Bile acid synthesis,5.1.99.4,4.0
AMANK_pos,12793.0,0.0012771917704789818,0.4122073903706955,0.005055616865380467,AMANK,N-acetyl-D-mannosamine kinase,"1.00 * ATP [c] + 1.00 * N-acetyl-D-mannosamine [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * N-acetyl-D-mannosamine 6-phosphate(2-) [c]
GNE; NAGK",GNE; NAGK,Aminosugar metabolism,2.7.1.60,4.0
AMPDA_pos,13254.0,0.00011007878637492373,0.43414386556997286,0.0006599549440897356,AMPDA,Adenosine monophosphate deaminase,"1.00 * Water [c] + 1.00 * proton [c] + 1.00 * AMP [c] --> 1.00 * Ammonium [c] + 1.00 * IMP [c]
AMPD1; AMPD2; AMPD3",AMPD1; AMPD2; AMPD3,Nucleotide interconversion,3.5.4.6,4.0
AMPTASECGe_pos,12794.0,0.0012709592792755112,0.3691397140222447,0.0050497652660990225,AMPTASECGe,alanyl aminopeptidase (cys-gly) (e),"1.00 * Water [e] + 1.00 * L-cysteinylglycine [e] --> 1.00 * L-cysteine [e] + 1.00 * Glycine [e]
ANPEP",ANPEP,Glutathione metabolism,3.4.11.2,4.0
AMY1e_pos,10756.0,0.7144859953321463,0.04015753227811915,0.7791614045605354,AMY1e,"alpha-amylase, extracellular (strch1 -> strch2)","8.00 * Water [e] + 1.00 * starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]}) [e] --> 8.00 * D-glucose [e] + 1.00 * starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]}) [e]
AMY2A5; SLC3A1; SLC3A2; SLC7A9",AMY2A5; SLC3A1; SLC3A2; SLC7A9,Starch and sucrose metabolism,3.2.1.1,0.0
