,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,rxn_name_long,subsystem,ind_in_original_recon,rxn_EC_number,genes_associated_with_rxn,rxn_formula,rxn_confidence
ACOX2x_pos,36.0,0.0021645021645021645,2.5140951403278944,0.014494593198296903,ACOX2x,"acyl-Coenzyme A oxidase 2, branched chain",Bile acid synthesis,242,1.3.3.6,ACOX2,"1.00 * O2 [x] + 1.00 * Flavin adenine dinucleotide reduced [x] + 1.00 * 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA(S) [x] --> 1.00 * Flavin adenine dinucleotide oxidized [x] + 2.00 * Water [x] + 1.00 * 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA [x]
ACOX2",4.0
ACS2_pos,26.0,0.24025974025974026,0.6201580019790208,0.29451048010370046,ACS2,acetyl-CoA synthase (propionate),Propanoate metabolism,246,6.2.1.16,AACS; ACSS2,"1.00 * ATP [c] + 1.00 * Coenzyme A [c] + 1.00 * propionate [c] --> 1.00 * AMP [c] + 1.00 * Diphosphate [c] + 1.00 * Propanoyl-CoA [c]
AACS; ACSS2",4.0
ACS_pos,31.0,0.04112554112554113,1.4552158102661563,0.07481446260093551,ACS,acetyl-CoA synthetase,Glycolysis/gluconeogenesis,245,6.2.1.1,AACS; ACSS2,"1.00 * ATP [c] + 1.00 * Coenzyme A [c] + 1.00 * acetate [c] --> 1.00 * AMP [c] + 1.00 * Diphosphate [c] + 1.00 * Acetyl-CoA [c]
AACS; ACSS2",4.0
ACSm_pos,5.0,0.04112554112554113,-1.4345324536087265,0.07481446260093551,ACSm,acetyl-CoA synthetase,Glycolysis/gluconeogenesis,247,6.2.1.1,ACSS1,"1.00 * Coenzyme A [m] + 1.00 * ATP [m] + 1.00 * acetate [m] --> 1.00 * Acetyl-CoA [m] + 1.00 * AMP [m] + 1.00 * Diphosphate [m]
ACSS1",2.0
ACYP_pos,35.0,0.004329004329004329,2.2018835875686515,0.018489166126961405,ACYP,acylphosphatase,Glycolysis/gluconeogenesis,255,3.6.1.7,ACYP1; ACYP2; RWDD2A,"1.00 * Water [c] + 1.00 * 3-Phospho-D-glyceroyl phosphate [c] --> 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * 3-Phospho-D-glycerate [c]
ACYP1; ACYP2; RWDD2A",2.0
ADA_pos,34.0,0.008658008658008658,1.9478394473123501,0.027356785609212793,ADA,Adenosine deaminase,Purine catabolism,256,3.5.4.4,ADA,"1.00 * Water [c] + 1.00 * proton [c] + 1.00 * Adenosine [c] --> 1.00 * Ammonium [c] + 1.00 * Inosine [c]
ADA",4.0
ADAe_pos,35.0,0.004329004329004329,2.2800144107917255,0.018489166126961405,ADAe,"Adenosine deaminase, extracellular",Purine catabolism,257,3.5.4.4,ADA,"1.00 * proton [e] + 1.00 * Water [e] + 1.00 * Adenosine [e] --> 1.00 * Inosine [e] + 1.00 * Ammonium [e]
ADA",4.0
ADK1m_neg,35.0,0.004329004329004329,2.2050025753467,0.018489166126961405,ADK1m,"adenylate kinase, mitochondrial",Nucleotide interconversion,263,2.7.4.3,AK2; AK4,"1.00 * ATP [m] + 1.00 * AMP [m] --> 2.00 * ADP [m]
AK2; AK4",4.0
ADK1m_pos,35.0,0.004329004329004329,2.2050025753467,0.018489166126961405,ADK1m,"adenylate kinase, mitochondrial",Nucleotide interconversion,263,2.7.4.3,AK2; AK4,"1.00 * ATP [m] + 1.00 * AMP [m] --> 2.00 * ADP [m]
AK2; AK4",4.0
ADKd_neg,6.0,0.06493506493506493,-1.2634283472198837,0.10654457717729711,ADKd,adenylate kinase (d form),Nucleotide interconversion,266,2.7.4.3,AK5,"1.00 * dAMP(2-) [c] + 1.00 * dATP [c] --> 2.00 * dADP [c]
AK5",4.0
ADKd_pos,6.0,0.06493506493506493,-1.2634283472198837,0.10654457717729711,ADKd,adenylate kinase (d form),Nucleotide interconversion,266,2.7.4.3,AK5,"1.00 * dAMP(2-) [c] + 1.00 * dATP [c] --> 2.00 * dADP [c]
AK5",4.0
ADMDC_pos,24.0,0.3939393939393939,0.5923344891023071,0.4522313077868633,ADMDC,adenosylmethionine decarboxylase,Arginine and Proline Metabolism,267,4.1.1.50,AMD1,"1.00 * proton [c] + 1.00 * S-Adenosyl-L-methionine [c] --> 1.00 * carbon dioxide [c] + 1.00 * S-Adenosylmethioninamine [c]
AMD1",4.0
ADNCYC_pos,32.0,0.025974025974025976,1.594501598047042,0.05113881883391865,ADNCYC,adenylate cyclase,Nucleotide interconversion,268,4.6.1.1,ADCY1; ADCY10; ADCY2; ADCY3; ADCY4; ADCY5; ADCY6; ADCY7; ADCY8; ADCY9,"1.00 * ATP [c] --> 1.00 * Diphosphate [c] + 1.00 * 3',5'-cyclic AMP(1-) [c]
ADCY1; ADCY10; ADCY2; ADCY3; ADCY4; ADCY5; ADCY6; ADCY7; ADCY8; ADCY9",4.0
ADPRDP_pos,31.0,0.04112554112554113,1.6465505829467726,0.07481446260093551,ADPRDP,ADPribose diphosphatase,Nucleotide interconversion,277,3.6.1.13,NUDT5,"1.00 * Water [c] + 1.00 * ADPribose [c] --> 2.00 * proton [c] + 1.00 * AMP [c] + 1.00 * alpha-D-Ribose 5-phosphate [c]
NUDT5",4.0
ADRNCPT1_pos,31.0,0.04112554112554113,1.6603139368257946,0.07481446260093551,ADRNCPT1,carnitine O-palmitoyltransferase,Fatty acid oxidation,283,2.3.1.21,CPT1A; CPT1B; CPT1C,"1.00 * adrenyl coenzyme A [c] + 1.00 * L-Carnitine [c] --> 1.00 * Coenzyme A [c] + 1.00 * Adrenyl carnitine [c]
CPT1A; CPT1B; CPT1C",4.0
ADSK_pos,34.0,0.008658008658008658,2.3169836601847726,0.027356785609212793,ADSK,adenylyl-sulfate kinase,Nucleotide interconversion,289,2.7.1.25,PAPSS1; PAPSS2,"1.00 * ATP [c] + 1.00 * 5'-adenylyl sulfate(2-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate [c]
PAPSS1; PAPSS2",4.0
ADSL1_pos,34.0,0.008658008658008658,1.9317748883157326,0.027356785609212793,ADSL1,adenylosuccinate lyase,Nucleotide interconversion,290,4.3.2.2,ADSL,"1.00 * N6-(1,2-Dicarboxyethyl)-AMP [c] --> 1.00 * AMP [c] + 1.00 * Fumarate [c]
ADSL",4.0
ADSL2_pos,36.0,0.0021645021645021645,2.6015236470916046,0.014494593198296903,ADSL2,adenylosuccinate lyase,Purine synthesis,291,4.3.2.2,ADSL,"1.00 * (S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate [c] --> 1.00 * Fumarate [c] + 1.00 * 5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide [c]
ADSL",4.0
ADSS_pos,34.0,0.008658008658008658,1.9317748883157326,0.027356785609212793,ADSS,adenylosuccinate synthase,Nucleotide interconversion,292,6.3.4.4,ADSS; ADSSL1,"1.00 * L-aspartate(1-) [c] + 1.00 * GTP [c] + 1.00 * IMP [c] --> 2.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * GDP [c] + 1.00 * N6-(1,2-Dicarboxyethyl)-AMP [c]
ADSS; ADSSL1",2.0
AG13T10g_pos,35.0,0.004329004329004329,2.2076056115747678,0.018489166126961405,AG13T10g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate synthesis,294,2.4.1.149,B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 18 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 19 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",4.0
AG13T11g_pos,35.0,0.004329004329004329,2.2076056115747678,0.018489166126961405,AG13T11g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate synthesis,295,2.4.1.149,B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 21 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 22 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",4.0
AG13T12g_pos,35.0,0.004329004329004329,2.2076056115747678,0.018489166126961405,AG13T12g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate synthesis,296,2.4.1.149,B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 24 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 25 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",4.0
AG13T13g_pos,35.0,0.004329004329004329,2.2076056115747678,0.018489166126961405,AG13T13g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate synthesis,297,2.4.1.149,B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 27 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 28 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",4.0
AG13T14g_pos,35.0,0.004329004329004329,2.2076056115747678,0.018489166126961405,AG13T14g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate synthesis,298,2.4.1.149,B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 30 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 31 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",4.0
AG13T15g_pos,35.0,0.004329004329004329,2.2076056115747678,0.018489166126961405,AG13T15g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate synthesis,299,2.4.1.149,B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 33 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 34 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",4.0
AG13T16g_pos,33.0,0.015151515151515152,1.6909361992120244,0.03587530451844748,AG13T16g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate synthesis,300,2.4.1.149,B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate II boisynthesis, precursor 2 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 3 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",4.0
AG13T17g_pos,33.0,0.015151515151515152,1.6909361992120244,0.03587530451844748,AG13T17g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate synthesis,301,2.4.1.149,B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate II biosynthesis, precursor 4 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 5 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",4.0
AG13T18g_pos,33.0,0.015151515151515152,1.6909361992120244,0.03587530451844748,AG13T18g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate synthesis,302,2.4.1.149,B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate II biosynthesis, precursor 7 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 8 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",4.0
AG13T1g_pos,32.0,0.025974025974025976,1.5826626559610766,0.05113881883391865,AG13T1g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate synthesis,303,2.4.1.149,B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate II biosynthesis, precursor 2 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 3 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",4.0
AG13T2g_pos,32.0,0.025974025974025976,1.5826626559610766,0.05113881883391865,AG13T2g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate synthesis,304,2.4.1.149,B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate II biosynthesis, precursor 4 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 5 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",4.0
AG13T3g_pos,32.0,0.025974025974025976,1.5826626559610766,0.05113881883391865,AG13T3g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate synthesis,305,2.4.1.149,B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate II biosynthesis, precursor 7 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 8 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",4.0
AG13T4g_pos,35.0,0.004329004329004329,2.207605611574918,0.018489166126961405,AG13T4g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate synthesis,306,2.4.1.149,B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 1 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 2 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",4.0
AG13T5g_pos,35.0,0.004329004329004329,2.2076056115747935,0.018489166126961405,AG13T5g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate synthesis,307,2.4.1.149,B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 3 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 4 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",4.0
AG13T6g_pos,35.0,0.004329004329004329,2.207605611574918,0.018489166126961405,AG13T6g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate synthesis,308,2.4.1.149,B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 6 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 7 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",4.0
AG13T7g_pos,35.0,0.004329004329004329,2.2076056115748086,0.018489166126961405,AG13T7g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate synthesis,309,2.4.1.149,B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 9 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 10 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",4.0
AG13T8g_pos,35.0,0.004329004329004329,2.207605611574918,0.018489166126961405,AG13T8g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate synthesis,310,2.4.1.149,B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 12 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 13 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",4.0
AG13T9g_pos,35.0,0.004329004329004329,2.2076056115747678,0.018489166126961405,AG13T9g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate synthesis,311,2.4.1.149,B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 15 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 16 [g]
B3GNT2; B3GNT3; B3GNT4; B3GNT7; B3GNT8; B3GNTL1; B4GAT1",4.0
AGDC_pos,31.0,0.04112554112554113,1.4552158102660546,0.07481446260093551,AGDC,N-acetylglucosamine-6-phosphate deacetylase,Aminosugar metabolism,312,3.5.1.25,AMDHD2,"1.00 * Water [c] + 1.00 * N-acetyl-D-glucosamine 6-phosphate(2-) [c] --> 1.00 * D-Glucosamine 6-phosphate [c] + 1.00 * acetate [c]
AMDHD2",2.0
AGMTm_pos,16.0,0.8181818181818182,-0.26502753665161616,0.8488277740748255,AGMTm,agmatinase (m),Arginine and Proline Metabolism,319,3.5.3.11,AGMAT,"1.00 * Water [m] + 1.00 * agmatinium(2+) [m] --> 1.00 * Putrescine [m] + 1.00 * Urea [m]
AGMAT",4.0
AGPAT1_pos,22.0,0.5887445887445888,0.08332776952915454,0.6443817938689304,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1,Triacylglycerol synthesis,320,2.3.1.51,AGPAT1; AGPAT2; AGPAT3; AGPAT4; AGPAT5; GPAT4; MBOAT2,"1.00 * R total 2 coenzyme A [c] + 1.00 * lysophosphatidic acid [c] --> 1.00 * Coenzyme A [c] + 1.00 * phosphatidate(2-) [c]
AGPAT1; AGPAT2; AGPAT3; AGPAT4; AGPAT5; GPAT4; MBOAT2",4.0
AGTim_pos,26.0,0.24025974025974026,0.44101976141058863,0.29451048010370046,AGTim,"alanine-glyoxylate transaminase (irreversible), mitochondrial",Alanine and aspartate metabolism,324,2.6.1.44,AGXT2; ETNPPL,"1.00 * L-alanine [m] + 1.00 * glyoxylate [m] --> 1.00 * pyruvate [m] + 1.00 * Glycine [m]
AGXT2; ETNPPL",4.0
AGTix_pos,33.0,0.015151515151515152,1.952339163195143,0.03587530451844748,AGTix,"alanine-glyoxylate transaminase (irreversible), (peroxisomal)",Alanine and aspartate metabolism,325,2.6.1.44,AGXT,"1.00 * L-alanine [x] + 1.00 * glyoxylate [x] --> 1.00 * Glycine [x] + 1.00 * pyruvate [x]
AGXT",4.0
AHC_pos,31.0,0.04112554112554113,1.5741920423678486,0.07481446260093551,AHC,adenosylhomocysteinase,Methionine and cysteine metabolism,328,3.3.1.1,AHCYL1; GM4737,"1.00 * Water [c] + 1.00 * S-Adenosyl-L-homocysteine [c] --> 1.00 * Adenosine [c] + 1.00 * L-homocysteine [c]
AHCYL1; GM4737",4.0
AICART_neg,32.0,0.025974025974025976,1.7532526166036522,0.05113881883391865,AICART,phosphoribosylaminoimidazolecarboxamide formyltransferase,Purine synthesis,333,2.1.2.3,ATIC,"1.00 * 10-Formyltetrahydrofolate [c] + 1.00 * 5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide [c] --> 1.00 * 5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide [c] + 1.00 * 5,6,7,8-Tetrahydrofolate [c]
ATIC",4.0
AICART_pos,35.0,0.004329004329004329,2.746814935037143,0.018489166126961405,AICART,phosphoribosylaminoimidazolecarboxamide formyltransferase,Purine synthesis,333,2.1.2.3,ATIC,"1.00 * 10-Formyltetrahydrofolate [c] + 1.00 * 5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide [c] --> 1.00 * 5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide [c] + 1.00 * 5,6,7,8-Tetrahydrofolate [c]
ATIC",4.0
AKR1C1_pos,27.0,0.17965367965367965,1.0383561060822784,0.231465914660689,AKR1C1,"aldo-keto reductase family 1, member C1 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)",Steroid metabolism,340,1.3.1.20,AKR1C6,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * progesterone [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * (20S)-20-hydroxypregn-4-en-3-one [c]
AKR1C6",4.0
AKR1C41_pos,28.0,0.13203463203463203,1.4469510917382098,0.17882093631157303,AKR1C41,"aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)",Bile acid synthesis,341,1.1.1.50,AKR1C6,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 7alpha-hydroxy-5beta-cholestan-3-one [c] --> 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 5beta-cholestane-3alpha,7alpha-diol [c]
AKR1C6",4.0
AKR1C42_pos,28.0,0.13203463203463203,1.4469510917382098,0.17882093631157303,AKR1C42,"aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)",Bile acid synthesis,342,1.1.1.50,AKR1C6,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 7alpha,12alpha-dihydroxy-5beta-cholestan-3-one [c] --> 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 5beta-cholestane-3alpha,7alpha,12alpha-triol [c]
AKR1C6",4.0
AKR1D2_pos,36.0,0.0021645021645021645,2.6106969418712658,0.014494593198296903,AKR1D2,"aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)",Bile acid synthesis,344,1.3.99.6,AKR1D1,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 7alpha,12alpha-Dihydroxycholest-4-en-3-one [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 7alpha,12alpha-dihydroxy-5beta-cholestan-3-one [c]
AKR1D1",4.0
AKR1D_pos,32.0,0.025974025974025976,1.868598269617129,0.05113881883391865,AKR1D,"aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)",Bile acid synthesis,343,1.3.99.6,AKR1D1,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 7alpha-hydroxycholest-4-en-3-one [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 7alpha-hydroxy-5beta-cholestan-3-one [c]
AKR1D1",4.0
ALAR_neg,36.0,0.0021645021645021645,6.288132684486853,0.014494593198296903,ALAR,alanine racemase,Alanine and aspartate metabolism,352,5.1.1.1,PROSC,"1.00 * L-alanine [c] --> 1.00 * D-alanine [c]
PROSC",1.0
ALAR_pos,26.0,0.24025974025974026,0.9606241488771242,0.29451048010370046,ALAR,alanine racemase,Alanine and aspartate metabolism,352,5.1.1.1,PROSC,"1.00 * L-alanine [c] --> 1.00 * D-alanine [c]
PROSC",1.0
ALASm_pos,36.0,0.0021645021645021645,2.514008953731339,0.014494593198296903,ALASm,5-aminolevulinate synthase,"Glycine, serine, alanine and threonine metabolism",354,2.3.1.37,ALAS1; ALAS2; GCAT,"1.00 * proton [m] + 1.00 * Glycine [m] + 1.00 * Succinyl-CoA [m] --> 1.00 * Coenzyme A [m] + 1.00 * carbon dioxide [m] + 1.00 * 5-Amino-4-oxopentanoate [m]
ALAS1; ALAS2; GCAT",2.0
ALATA_L_neg,36.0,0.0021645021645021645,2.6990363834524076,0.014494593198296903,ALATA_L,L-alanine transaminase,Glutamate metabolism,358,2.6.1.2,GPT; GPT2,"1.00 * 2-Oxoglutarate [c] + 1.00 * L-alanine [c] --> 1.00 * pyruvate [c] + 1.00 * L-glutamate(1-) [c]
GPT; GPT2",4.0
ALATA_L_pos,32.0,0.025974025974025976,1.8748849299754815,0.05113881883391865,ALATA_L,L-alanine transaminase,Glutamate metabolism,358,2.6.1.2,GPT; GPT2,"1.00 * 2-Oxoglutarate [c] + 1.00 * L-alanine [c] --> 1.00 * pyruvate [c] + 1.00 * L-glutamate(1-) [c]
GPT; GPT2",4.0
