"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ERLIN1",-0.312687485147283,0.830783625307824,-1.66648946641256,0.0966652044715038,0.241843800586929,-5.87124292217231
"ATP11B",-0.348513785659637,2.82672152114947,-1.66642951034896,0.0966771484701861,0.241843800586929,-5.87134175263948
"ZFX",-0.374976159161742,2.73422618067061,-1.66596302614129,0.0967701184957772,0.242007677157572,-5.87211057738044
"EXOC3",-0.385190547538127,4.65071224689569,-1.66521304479578,0.0969197399709354,0.242313097408185,-5.87334619825782
"ISCU",0.393148959278871,2.05138388216832,1.66471409900702,0.0970193827400315,0.242493426003374,-5.87416792665467
"SPAST",0.329954175676305,1.3060921585635,1.66385247439401,0.0971916486927022,0.242855117643545,-5.87558639232109
"COQ10B",-0.498699508183515,3.04798604179035,-1.66250507987634,0.0974615279718293,0.24346044388201,-5.87780312087818
"ERI3",0.458154900306361,4.25580399438895,1.66201144192129,0.0975605527957421,0.243638750861115,-5.87861481104883
"CMTM3",-0.259209100492774,0.399051031948778,-1.6616563744777,0.0976318300393556,0.24374768219174,-5.87919850306903
"RPA2",-0.366164553235799,7.46704315052196,-1.66065891648803,0.0978322863847004,0.244135710746654,-5.88083755987599
"SLC35E1",0.290730720292965,1.46416879204247,1.66060736089938,0.0978426563437174,0.244135710746654,-5.8809222515112
"L7RN6",0.251198940633996,6.5982328791206,1.65998054482576,0.097968805571761,0.244312690958392,-5.88195173126828
"CAT",-0.444830983548147,3.20241658119191,-1.65992800319014,0.0979793857144064,0.244312690958392,-5.88203800807216
"HIST1H2AB",-0.518296881167833,2.62129029372372,-1.65984177826096,0.0979967505432787,0.244312690958392,-5.88217958923896
"TIMM13",0.102432528946117,8.01308969386643,1.65939748088353,0.0980862667166937,0.244463288658152,-5.88290901023094
"FAM78A",-0.357258663925643,1.44670880536255,-1.65922129047057,0.0981217833929801,0.244463288658152,-5.8831982160856
"NDST2",-0.297720649221419,0.847426140820767,-1.65912908741876,0.0981403739104214,0.244463288658152,-5.88334954977624
"IPO11",0.415363659375594,3.36571167033235,1.65836024326036,0.0982955028762078,0.244780521855897,-5.88461113911676
"AK010878",0.265508949437934,5.50852479584514,1.65774374108268,0.0984200360834954,0.245017699149452,-5.88562233721045
"SMC4",-0.188821729672175,6.39700378618968,-1.6576135595949,0.0984463488809951,0.245017699149452,-5.8858358160588
"UBE2V1",-0.178661962207043,7.90769978344727,-1.65654694157426,0.0986621506344489,0.245485469661603,-5.8875842958178
"DUSP3",-0.367367839295689,1.70175725327462,-1.65636014603893,0.0986999827674398,0.24551028736366,-5.88789039129532
"RPS6KA4",-0.252421337938448,0.680256543369733,-1.65617128052678,0.0987382459711417,0.245536163020224,-5.8881998443221
"TCTEX1D2",0.541506928913931,2.29895674015355,1.65600471528337,0.0987720011285854,0.245550816910077,-5.88847272997902
"PDIA5",0.196083886345522,0.261093690398575,1.65540600989272,0.0988934077888097,0.245687586767632,-5.88945337307745
"MTA2",-0.322690353930365,2.63909218552246,-1.65532933925932,0.0989089638547277,0.245687586767632,-5.8895789297779
"GCN1L1",-0.300254078187456,2.6380427717529,-1.65532102973037,0.0989106499320957,0.245687586767632,-5.88959253721404
"CPNE8",0.3213650672031,2.44862477889376,1.65507975880533,0.0989596160049497,0.245739953747992,-5.88998760602559
"VPS16",0.414749605236896,3.12658582443791,1.65492073340006,0.0989919009335913,0.245750879697955,-5.8902479710894
"MBOAT1",0.456717183539278,2.32177988964577,1.65400849259643,0.099177264998747,0.246141716821728,-5.89174106691432
"MYB",0.259367343562741,0.748672337461018,1.65372524091364,0.0992348773325878,0.24621124133242,-5.89220451022335
"UAP1",-0.385947392133611,1.87574231970349,-1.6535961006128,0.0992611528939167,0.24621124133242,-5.8924157777514
"WBP1",-0.293367909409482,0.679140776220136,-1.6529263920539,0.0993975048091286,0.246424136114434,-5.89351113001135
"HNRNPR",-0.211333276795551,4.09624972174964,-1.65289988236603,0.0994029052407596,0.246424136114434,-5.89355447938108
"SMIM7",-0.289748273535462,5.32346659569423,-1.65207789022404,0.0995704744823243,0.246745410844457,-5.89489828479765
"METTL3",0.497954046644264,2.68210434674479,1.6519895475727,0.0995884972624228,0.246745410844457,-5.89504266966919
"PLBD2",-0.404542261096268,1.78267416718594,-1.65134266018608,0.0997205484343053,0.247003145967266,-5.89609969416933
"VPS4B",-0.313018207231078,3.05980007808946,-1.64976997196753,0.100042171735996,0.247696735619128,-5.89866779697622
"TTC7",-0.255982870623466,0.772277944238809,-1.64969864900621,0.100056777352104,0.247696735619128,-5.89878420602264
"LMAN2L",0.318141756288993,0.776561307868132,1.6493025345548,0.100137925327738,0.247731728930883,-5.89943063027005
"SLAIN1",-0.286058014620123,0.87735443689965,-1.64929722144762,0.100139014128785,0.247731728930883,-5.89943929976183
"SLC25A12",0.436958258581414,4.99737177998561,1.64921803718008,0.100155242276266,0.247731728930883,-5.89956850289433
"ATP5J",-0.0766483468565207,9.38789561341496,-1.64768899141281,0.100469020738536,0.248438125636566,-5.90206221704508
"CD247",0.402946104679943,4.59143300904642,1.6471405014737,0.100581769153906,0.248647161726051,-5.90295619345339
"RCN3",-0.238787851929724,0.446866207924008,-1.64619273427619,0.100776832453409,0.249059513295539,-5.90450025771074
"HIATL1",-0.324036214391651,1.80251041440046,-1.64602395299688,0.100811601681411,0.249075594510309,-5.90477513785516
"SNRPG",0.0638685586718737,11.3402916255942,1.64578758851545,0.100860309309077,0.249126094714377,-5.90516003866942
"ADIPOR1",0.379926933027511,3.58661468029202,1.64506404795814,0.101009526456808,0.249376411235237,-5.90633792972362
"BRD9",-0.384413530822578,3.53750464664206,-1.64488695605345,0.10104607537072,0.249376411235237,-5.90662614979891
"DXO",-0.259127674391197,0.870749068740019,-1.64488470097349,0.101046540851133,0.249376411235237,-5.90662981978328
"TTC8",-0.270379935319691,0.553907670787329,-1.64469459680534,0.101085787214539,0.249403427413698,-5.90693918321261
"ADI1",0.41249812882528,5.48570614733185,1.6437998805931,0.101270662267526,0.249789629600813,-5.9083947159691
"QRSL1",0.504497588018033,2.84888675879741,1.64329400971493,0.101375309995666,0.249927122045694,-5.90921732729636
"TMEM160",0.411169144410871,3.60552183651891,1.64325625906672,0.101383122808732,0.249927122045694,-5.90927870475257
"TXLNG",0.340118210470661,1.85587976502173,1.64286297355064,0.101464545210067,0.250057896234988,-5.90991805154223
"ERLEC1",0.329946765482962,1.34978859135077,1.64260258034805,0.101518483537912,0.250120882141352,-5.91034127851409
"PTPN23",-0.21937032475033,0.693226163935348,-1.64159077107747,0.101728289433046,0.25056775147385,-5.91198518525382
"ZFP738",-0.228030939464157,0.597689110667296,-1.64135967453037,0.101776257594384,0.250615858669827,-5.91236051289234
"1700017B05RIK",0.33492124351319,1.37016013733794,1.63910188256866,0.1022458548116,0.251662958593046,-5.91602469926843
"1810013L24RIK",-0.400154997835735,3.38211151539691,-1.63904071323425,0.102258601466209,0.251662958593046,-5.91612390249317
"MRPL14",-0.269661480249509,6.68927457829642,-1.6385452154789,0.10236190166672,0.251803833363786,-5.91692735700544
"SENP2",0.340627723997218,3.92395291522249,1.63849206619342,0.102372987058033,0.251803833363786,-5.9170135249299
"RPL18A",0.0501060110363959,11.5624092435293,1.63787670398537,0.102501403588439,0.252049349839541,-5.91801097693027
"YDJC",0.33950318658112,1.87675744724498,1.63631763667043,0.102827333311571,0.252709067866073,-5.92053645085376
"SPC24",-0.171086651135048,6.57191062396802,-1.63621725502797,0.102848346879899,0.252709067866073,-5.92069897432494
"GTF2H2",0.39795906974177,4.30755445072155,1.63618205596521,0.102855716150642,0.252709067866073,-5.92075596124948
"BDP1",0.276621226405455,3.20975071902544,1.63577106169667,0.102941793090838,0.252850062014927,-5.921421267684
"FNBP4",0.295267950338909,3.12818216348013,1.63554876606917,0.102988373754586,0.25289399217029,-5.92178104544443
"PARP4",0.279036513455924,1.21431361022119,1.63519474164209,0.103062592143625,0.253005745003279,-5.92235392255562
"CRTC2",0.318783429088332,1.28179790952834,1.63440920369099,0.103227426538911,0.253325248889857,-5.92362463351446
"RRAD",-0.240312720312737,0.577059670677897,-1.63430060082259,0.103250231931507,0.253325248889857,-5.92380026575253
"UVRAG",0.289348259867938,1.1982214537381,1.63382727232818,0.103349672654667,0.253498654357244,-5.92456559734873
"9530077C05RIK",0.289852401365341,0.7170754858876,1.63349183698481,0.103420189973303,0.25360103901912,-5.92510783571283
"TMEM199",0.42270294472649,5.61202950491739,1.63237399450568,0.10365546735917,0.254107269495512,-5.92691406240898
"CENPQ",0.345045605737182,5.17824913000907,1.62973939815584,0.104211674150061,0.255399745351637,-5.93116627846866
"NEDD4",-0.341316183879114,1.32576347862354,-1.62831303536152,0.104513795598251,0.256061882118843,-5.93346560078211
"PIGV",0.253162995176552,2.54328331880612,1.62812786076235,0.10455306910697,0.256061882118843,-5.93376396050944
"HMGN3",0.463984938491024,2.12003934399172,1.62805269998315,0.104569013246989,0.256061882118843,-5.93388505264983
"FAAH",-0.337228263216991,1.43471112509519,-1.62789932714122,0.104601554827335,0.256070417414807,-5.93413213584246
"EMC8",-0.272587554810331,3.58734058721192,-1.62741834555561,0.1047036585629,0.256249192700593,-5.93490684745285
"ZFP934",-0.339433109043573,1.24569744971763,-1.62650198363418,0.104898405799624,0.256459201250641,-5.93638219889237
"DIS3L2",0.322994722976404,1.10649645634346,1.62649330949508,0.104900250626429,0.256459201250641,-5.93639616043913
"9430038I01RIK",0.305503557205883,1.03476816080121,1.6264787177571,0.104903354073997,0.256459201250641,-5.93641964655091
"HSPA8",-0.106549817631689,12.1265667657557,-1.62646689496693,0.104905868660906,0.256459201250641,-5.93643867575472
"GIT2",-0.384978708129387,2.96047513620243,-1.62540337123959,0.105132266117426,0.256941392482771,-5.93814989936534
"GNE",0.300905599853922,0.871908184035963,1.62506822416907,0.105203691205138,0.257044671635952,-5.93868892754339
"GPATCH3",-0.185748947893417,0.286822101328832,-1.62431554152251,0.105364240731043,0.257365591342207,-5.93989909407566
"PLRG1",0.402139914957381,5.82187159487643,1.62413551467883,0.105402669953264,0.257388121445862,-5.94018846042176
"IFI27L2A",0.585764472679294,4.60114302600239,1.62354373184038,0.105529072960084,0.257625407201446,-5.94113944120065
"COPS6",0.158723289099446,8.16344509763983,1.62326629743826,0.105588373702881,0.257627578831533,-5.94158515438462
"ALG12",0.325596767454662,0.938619840280818,1.62326604411978,0.105588427861057,0.257627578831533,-5.94158556132008
"SF3B3",-0.255263903590891,5.10166746113471,-1.62194699618811,0.105870733933592,0.258184009883059,-5.94370365827369
"SERHL",-0.501231595882768,2.11704163896536,-1.62173058572163,0.105917108066784,0.258184009883059,-5.94405100371086
"PEX19",0.338974437578629,2.52221548967934,1.62166942953715,0.105930216027887,0.258184009883059,-5.94414915301097
"SRBD1",0.333125281664135,1.61828164362858,1.62165334434394,0.105933663875768,0.258184009883059,-5.94417496746509
"NOTCH2",0.202042204689799,2.29614268948929,1.62150762484556,0.105964902805822,0.258188744381451,-5.94440881513384
"MZT2",0.447278477165894,3.35784760807876,1.62117587555686,0.106036049658188,0.258290687019792,-5.94494112259925
"RPL14",-0.0381196244385549,11.3380428855215,-1.62084040984164,0.106108032244082,0.258394608501547,-5.94547928443595
"POMT1",0.28836934338259,0.633637017529713,1.62066015253087,0.106146727054688,0.25841743246767,-5.94576841217766
"PCBP1",0.206047698270463,5.77749892557303,1.62050129842245,0.106180836682858,0.258429084144167,-5.94602318358632
"TRIM12A",0.214476203478508,0.377604493961733,1.62001919890633,0.106284408012012,0.258609742631105,-5.94679622817813
"PI4KA",0.334216897234192,2.04957552547684,1.61976647327169,0.106338734203205,0.258670511877682,-5.94720138241051
"BEX2",-0.146175267525593,0.151134306790955,-1.61911135906653,0.106479661317797,0.258941847459643,-5.94825133217205
"MEA1",0.241868517981103,7.07774891679357,1.61748238468308,0.106830728692903,0.259689107889026,-5.95086027607499
"UBASH3A",-0.39235957711141,1.8434498173311,-1.61729255735718,0.106871699111454,0.259689107889026,-5.95116413315732
"ITCH",-0.382311809270602,3.31751105540208,-1.61727567888009,0.106875342597696,0.259689107889026,-5.95119114888214
"STARD3NL",-0.47037937106053,4.55952676322505,-1.61695046806488,0.10694556381362,0.259788107466767,-5.951711627885
"LCP1",-0.123080204438899,8.58843768792625,-1.61609772234938,0.107129867608585,0.260164101194396,-5.95307590418712
"FANCG",-0.356855645920897,1.22956026423046,-1.61560835886732,0.107235747812063,0.260349489109561,-5.95385849936874
"CRK",-0.320457857429655,1.81591475725086,-1.61519665311819,0.10732489026273,0.260494149789436,-5.95451672311631
"PAFAH1B1",-0.232269939630485,4.35616891206666,-1.61420689446637,0.107539433999774,0.260943015374452,-5.95609844736866
"WNK1",-0.253243834647322,3.58921305814286,-1.61388052888311,0.107610252997709,0.261042983668817,-5.95661980036256
"SLC30A9",0.325244831210514,1.44536519931991,1.61348404324525,0.107696337476595,0.261122450272222,-5.95725302734004
"EIF4EBP2",-0.276331293171335,1.06283948296015,-1.61342717561172,0.107708689000601,0.261122450272222,-5.95734383806757
"AKIP1",-0.440846302510163,4.93091748088777,-1.61332032679961,0.107731899374764,0.261122450272222,-5.95751445418151
"DPCD",0.348500592030246,5.58686452020589,1.61282536457389,0.107839470126163,0.261311314331007,-5.95830466469712
"ST13",0.183010966730558,6.61927634196364,1.6119441921767,0.108031187912052,0.261645294405508,-5.95971087268353
"DOCK11",0.344006837160301,2.81708514432422,1.61191898578296,0.108036676085515,0.261645294405508,-5.95975108688294
"PRKCD",-0.285985579760514,1.03356287631484,-1.61118528143651,0.108196522323192,0.261928752621918,-5.96092136566198
"UHRF1BP1L",-0.281228881488075,2.39552270514344,-1.6111089582061,0.108213161045774,0.261928752621918,-5.96104307326645
"CCBL2",0.458995184219584,2.24085876543096,1.61082972392213,0.108274052410269,0.262004180091077,-5.96148830141773
"BDH1",0.376524269032838,2.20555954401398,1.61051446748357,0.108342831713981,0.262066033819721,-5.96199087434514
"COX6A2",0.141118582801016,0.0999177908001685,1.61043998647561,0.108359086263368,0.262066033819721,-5.96210959575193
"TRABD",-0.357432636561931,2.15738481386711,-1.6101648135935,0.10841915612719,0.262139375294629,-5.96254816965917
"COX17",0.0869596920875368,9.20494117625732,1.60987802167511,0.10848179059202,0.262218875613678,-5.96300518375103
"ABTB2",0.367387553572413,1.77542380097732,1.60884520996554,0.108707591903211,0.262692626115438,-5.96465034662765
"GID8",0.457246787207999,2.7420346761245,1.60825787204164,0.108836166860961,0.262911539253762,-5.96558545277898
"SPATA7",-0.306597134791524,0.78152274176054,-1.60815888967163,0.108857847127763,0.262911539253762,-5.96574301048866
"CTNNBL1",-0.345346511175619,4.87902877208717,-1.6078392086873,0.10892789081587,0.262928293054548,-5.96625180574953
"METTL18",0.49305115421281,2.41488325151436,1.60780381067364,0.108935648898759,0.262928293054548,-5.96630813811922
"NOA1",0.319666982058081,1.75041413620623,1.60771878093448,0.108954286421787,0.262928293054548,-5.96644344939575
"RHEBL1",-0.490795713836003,2.26154138513545,-1.60755940256791,0.108989227121179,0.262940612816576,-5.96669705571687
"PIGN",0.374102630313101,2.34722011105702,1.60723685976162,0.109059965796495,0.263017348994609,-5.96721021724189
"HADHB",-0.298283027396049,5.9301055612451,-1.60714224660144,0.109080722861148,0.263017348994609,-5.96736072638721
"ZFP688",0.345311969305228,1.06589825189476,1.60635182860384,0.10925425440653,0.263363715559285,-5.96861777082454
"HEXIM1",0.259970592462558,0.96132425735106,1.60616716681599,0.109294827395312,0.263389476028135,-5.96891136086481
"PLOD1",-0.218881071786101,0.421932233022819,-1.60588532927913,0.109356774447897,0.263464930742996,-5.96935938471498
"TRMU",0.431742378227974,2.19907167373858,1.60575273562696,0.109385927787203,0.263464930742996,-5.96957013586809
"ZFP39",-0.279842267590599,0.983451462332774,-1.60555432904398,0.109429562935954,0.263498015889224,-5.96988546152774
"HEATR1",0.328050311324071,4.02336315954266,1.60486109988447,0.109582131980469,0.263793315800019,-5.97098690327265
"AP2B1",-0.331276955929412,2.78490376345751,-1.60450850220259,0.109659798102206,0.26390819242893,-5.97154695107559
"BSDC1",0.309657912296779,0.934243575408659,1.6039220279607,0.109789076683763,0.264147183405405,-5.97247820834923
"GLRX2",0.254724027933746,2.16991045794232,1.60373014850989,0.10983139961945,0.264176889968944,-5.97278281939076
"GM7102",0.293676616059536,2.89213711259186,1.60352659779403,0.109876311055221,0.26421280472842,-5.97310591956082
"SNX2",-0.299937449256405,6.32271394022815,-1.60244300687847,0.110115640138446,0.264716076524856,-5.97482524691731
"FBXO42",-0.280244640662812,1.20153702142303,-1.60217912151678,0.110173986245205,0.264784112565857,-5.97524377931001
"SETDB1",0.366269335635593,2.74722766131851,1.60200561383302,0.110212362861204,0.264804131378351,-5.9755189322927
"NFATC3",-0.277749406205389,1.62747810494331,-1.60170957231024,0.110277866146864,0.26488929799736,-5.97598833499534
